oligomer,i,name,DQ_NPA,DQ_mulliken,Q_LUMO,Dgeom
L2,0,terminal,-0.5055799999999999,-0.4755850000000001,0.478801772394767,0.4999999999999999
L2,2,terminal,-0.46567999999999987,-0.47558599999999995,0.47880174995497304,0.4999999999999999
L3,0,terminal,-0.47552,-0.4919460000000002,0.3390976029282593,0.4580492792146589
L3,2,phenylene,-0.1553399999999999,-0.0313930000000001,0.2689125448077658,0.1578941949112521
L3,3,terminal,-0.37139999999999995,-0.4289740000000001,0.34673611660305037,0.3840565258740888
L4,0,terminal,-0.66161,-0.660447,0.2932421814252417,0.7248438600496729
L4,2,phenylene,-0.1152699999999999,-0.061317,0.1813241593408027,0.1198178704643508
L4,3,phenylene,-0.11526,-0.137105,0.1813226493359787,0.0625348460072986
L4,4,terminal,-0.10393999999999991,-0.1063980000000001,0.29323426581650824,0.0928034234786773
L5,0,terminal,-0.7276199999999999,-0.7195029999999998,0.2637273236947494,0.7923388554609733
L5,2,phenylene,-0.13719,-0.0924279999999999,0.1789503031989706,0.1121974485370108
L5,3,phenylene,-0.1080599999999999,-0.075942,0.1351670941409631,0.0458680659008688
L5,4,phenylene,-0.0046799999999999,-0.05151,0.1322828046645478,0.0210646239188992
L5,5,terminal,0.0069199999999998985,-0.0425130000000001,0.24281054052370202,0.0285310061822475
L6,0,terminal,-0.75372,-0.742582,0.25190976921289,0.8235334711063287
L6,2,phenylene,-0.23941,-0.0625219999999999,0.1194479544111808,0.1038487366380121
L6,3,phenylene,0.0674599999999998,-0.0707599999999999,0.1034793911698743,0.0400660491447921
L6,4,phenylene,-0.0559999999999999,-0.037506,0.103479424792336,0.0159346098814299
L6,5,phenylene,0.01294,-0.020104,0.1194480406003005,0.0067906324738334
L6,6,terminal,-0.0400499999999998,-0.0162949999999999,0.251910043087342,0.0098265007556035
L7,0,terminal,-0.74787,-0.7294799999999999,0.2650353308960991,0.8212513864502488
L7,2,phenylene,-0.12877,-0.081478,0.1594434843367008,0.1072732839427245
L7,3,phenylene,-0.0972999999999999,-0.0652679999999999,0.0855572253376034,0.0399492402957149
L7,4,phenylene,0.0456199999999999,-0.0375370000000001,0.0679725786031503,0.0154885092468322
L7,5,phenylene,-0.0348199999999999,-0.0216419999999999,0.0771837515083263,0.0060613780085137
L7,6,phenylene,0.0081799999999999,-0.0069,0.0934969904371568,0.0033006350780352
L7,7,terminal,-0.029199999999999803,-0.0063329999999998995,0.2051412009663099,0.0066755669779303
L8,0,terminal,-0.0113699999999999,-0.008144000000000099,0.2443491089666876,0.0028300561941784
L8,2,phenylene,0.00686,-4.8000000000048e-05,0.1032435676568315,0.0016809066357262
L8,3,phenylene,0.03181,-0.0125809999999999,0.0761211507550455,0.0021685663641574
L8,4,phenylene,-0.01968,-0.0276419999999999,0.0514552395657447,0.0054750213132737
L8,5,phenylene,-0.04542,-0.0168139999999999,0.0514551766727517,0.0146728276866486
L8,6,phenylene,-0.0425,-0.0646799999999999,0.0761209770373877,0.0382759560448294
L8,7,phenylene,-0.19047,-0.036752,0.1032435714823548,0.1024468052734677
L8,8,terminal,-0.7065000000000001,-0.738301,0.24434929925426008,0.8324498604877182
